sclk,uttime,target,time_ca,targ_pos_x,targ_pos_y,targ_pos_z,source,data_reliability,table_set_id,coadd_cnt,osp_fil_1_status,oss_fil_2_status,csp_fil_3_status,css_fil_4_status,seq_table,cyc_num,cyc_table,scan_num,trap_table,sw_table,mass_table,focus_table,da_table,velocity_comp,ipnum,mass_per_charge,os_lens2,os_lens1,os_lens4,os_lens3,qp_lens2,qp_lens1,qp_lens4,qp_lens3,qp_bias,ion_defl2,ion_defl1,ion_defl4,ion_defl3,top_plate,p_energy,alt_t,view_dir_t_x,view_dir_t_y,view_dir_t_z,sc_pos_t_x,sc_pos_t_y,sc_pos_t_z,sc_vel_t_x,sc_vel_t_y,sc_vel_t_z,sc_vel_t_scx,sc_vel_t_scy,sc_vel_t_scz,lst_t,sza_t,ss_long_t,distance_s,view_dir_s_x,view_dir_s_y,view_dir_s_z,sc_pos_s_x,sc_pos_s_y,sc_pos_s_z,sc_vel_s_x,sc_vel_s_y,sc_vel_s_z,lst_s,sza_s,ss_long_s,sc_att_angle_ra,sc_att_angle_dec,sc_att_angle_tw,c1counts,c2counts
,ms,,ms,km,km,km,,,,,,,,,,,,,,,,,,km/s,,Da/z,V,V,V,V,V,V,V,V,V,V,V,V,V,V,eV,km,,,,km,km,km,km/s,km/s,km/s,km/s,km/s,km/s,hours,deg,deg,km,,,,km,km,km,km/s,km/s,km/s,hours,deg,deg,rad,rad,rad,,
sclk,uttime (ms),target,time_ca (ms),targ_pos_x (km),targ_pos_y (km),targ_pos_z (km),source,data_reliability,table_set_id,coadd_cnt,osp_fil_1_status,oss_fil_2_status,csp_fil_3_status,css_fil_4_status,seq_table,cyc_num,cyc_table,scan_num,trap_table,sw_table,mass_table,focus_table,da_table,velocity_comp (km/s),ipnum,mass_per_charge (Da/z),os_lens2 (V),os_lens1 (V),os_lens4 (V),os_lens3 (V),qp_lens2 (V),qp_lens1 (V),qp_lens4 (V),qp_lens3 (V),qp_bias (V),ion_defl2 (V),ion_defl1 (V),ion_defl4 (V),ion_defl3 (V),top_plate (V),p_energy (eV),alt_t (km),view_dir_t_x,view_dir_t_y,view_dir_t_z,sc_pos_t_x (km),sc_pos_t_y (km),sc_pos_t_z (km),sc_vel_t_x (km/s),sc_vel_t_y (km/s),sc_vel_t_z (km/s),sc_vel_t_scx (km/s),sc_vel_t_scy (km/s),sc_vel_t_scz (km/s),lst_t (hours),sza_t (deg),ss_long_t (deg),distance_s (km),view_dir_s_x,view_dir_s_y,view_dir_s_z,sc_pos_s_x (km),sc_pos_s_y (km),sc_pos_s_z (km),sc_vel_s_x (km/s),sc_vel_s_y (km/s),sc_vel_s_z (km/s),lst_s (hours),sza_s (deg),ss_long_s (deg),sc_att_angle_ra (rad),sc_att_angle_dec (rad),sc_att_angle_tw (rad),c1counts,c2counts
2005-048T00:51:57.301,3117301,"CALYPSO",1065871,247074,160636,-2232,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,66,69.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,12.872,83736.153,-0.592655,-0.036737,-0.804618,-79655.18,-25469.9,4528.29,-3.755,9.411,-0.131,-1.985,-9.572,-2.666,7.594,69.192,96.17,211045,-0.549249,-0.161529,-0.819899,175431,117320,20,8.869,-13.689,0.132,-4.272,113.815,82.15,0.013571,-0.722171,2.491224,19,12
2005-048T00:51:57.335,3117335,"CALYPSO",1065905,247075,160635,-2232,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,67,70.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,13.059,83736.177,-0.592655,-0.036736,-0.804618,-79655.3,-25469.58,4528.28,-3.755,9.411,-0.131,-1.985,-9.572,-2.666,7.594,69.192,96.17,211045,-0.54925,-0.161526,-0.819899,175431,117320,20,8.869,-13.689,0.132,-4.272,113.815,82.15,0.013571,-0.722171,2.491224,23,19
2005-048T00:51:57.369,3117369,"CALYPSO",1065939,247076,160634,-2232,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,68,71.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,13.246,83736.201,-0.592655,-0.036735,-0.804618,-79655.43,-25469.26,4528.28,-3.755,9.411,-0.131,-1.985,-9.572,-2.666,7.594,69.192,96.17,211045,-0.549251,-0.161523,-0.819899,175431,117319,20,8.869,-13.689,0.132,-4.272,113.815,82.15,0.013571,-0.722171,2.491224,17,19
2005-048T00:53:57.736,3237736,"CALYPSO",1186306,249471,156891,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,1,1.0,0.04,0.02,-29.86,-12.83,-5.661,-5.682,-54.363,-54.351,-1.417,0.01,0,0,0,0.14,0.039,83827.756,-0.592484,-0.035258,-0.80481,-80105.77,-24335.79,4512.58,-3.728,9.423,-0.13,-1.981,-9.573,-2.67,7.556,69.7,96.44,211022,-0.551721,-0.151829,-0.820093,176495,115670,36,8.811,-13.719,0.132,-4.232,114.358,83.28,0.013795,-0.721838,2.489624,18,14
2005-048T00:53:57.770,3237770,"CALYPSO",1186340,249471,156890,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,2,2.0,0.04,0.02,-29.86,-12.83,-5.612,-5.619,-54.401,-54.401,-1.417,0.01,0,0,0,0.14,0.078,83827.784,-0.592484,-0.035258,-0.80481,-80105.9,-24335.47,4512.57,-3.728,9.423,-0.13,-1.981,-9.573,-2.67,7.556,69.701,96.44,211022,-0.551722,-0.151827,-0.820093,176496,115669,36,8.811,-13.719,0.132,-4.232,114.358,83.28,0.013796,-0.721837,2.489625,23,12
2005-048T00:53:57.804,3237804,"CALYPSO",1186374,249472,156888,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,3,3.0,0.04,0.02,-29.86,-12.83,-5.562,-5.619,-54.45,-54.401,-1.417,0.01,0,0,0,0.14,0.118,83827.812,-0.592484,-0.035257,-0.80481,-80106.02,-24335.15,4512.57,-3.728,9.423,-0.13,-1.981,-9.573,-2.67,7.556,69.701,96.44,211022,-0.551722,-0.151824,-0.820093,176496,115669,36,8.811,-13.719,0.132,-4.232,114.358,83.28,0.013797,-0.721837,2.489627,16,10
2005-048T00:53:57.838,3237838,"CALYPSO",1186408,249473,156887,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,4,4.0,0.04,0.02,-29.86,-12.83,-5.562,-5.557,-54.45,-54.463,-1.282,0.01,0,0,0,0.14,0.157,83827.84,-0.592484,-0.035257,-0.80481,-80106.15,-24334.83,4512.56,-3.728,9.423,-0.13,-1.981,-9.573,-2.67,7.556,69.701,96.44,211022,-0.551723,-0.151821,-0.820093,176496,115669,36,8.811,-13.719,0.132,-4.232,114.359,83.28,0.013799,-0.721837,2.489628,21,12
2005-048T00:53:57.872,3237872,"CALYPSO",1186442,249473,156886,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,5,5.0,0.04,0.02,-29.86,-12.83,-5.5,-5.507,-54.512,-54.512,-1.282,0.01,0,0,0,0.14,0.196,83827.868,-0.592484,-0.035257,-0.80481,-80106.28,-24334.51,4512.56,-3.728,9.423,-0.13,-1.981,-9.573,-2.67,7.556,69.701,96.44,211022,-0.551723,-0.151819,-0.820093,176497,115668,36,8.811,-13.719,0.132,-4.232,114.359,83.28,0.0138,-0.721837,2.489629,30,10
2005-048T00:53:57.906,3237906,"CALYPSO",1186476,249474,156885,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,6,6.0,0.04,0.02,-29.86,-12.83,-5.5,-5.507,-54.562,-54.512,-1.282,0.01,0,0,0,0.14,0.235,83827.896,-0.592484,-0.035257,-0.80481,-80106.4,-24334.19,4512.55,-3.728,9.423,-0.13,-1.981,-9.573,-2.67,7.556,69.701,96.44,211022,-0.551724,-0.151816,-0.820093,176497,115668,36,8.811,-13.719,0.132,-4.232,114.359,83.28,0.013801,-0.721837,2.489631,22,14
2005-048T00:53:57.940,3237940,"CALYPSO",1186510,249475,156884,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,7,7.0,0.04,0.02,-29.86,-12.83,-5.438,-5.457,-54.611,-54.562,-1.282,0.01,0,0,0,0.14,0.274,83827.924,-0.592484,-0.035256,-0.80481,-80106.53,-24333.87,4512.55,-3.728,9.423,-0.13,-1.981,-9.573,-2.67,7.556,69.701,96.44,211022,-0.551725,-0.151813,-0.820093,176497,115667,36,8.811,-13.719,0.132,-4.232,114.359,83.28,0.013803,-0.721837,2.489632,22,12
2005-048T00:53:57.974,3237974,"CALYPSO",1186544,249475,156883,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,8,8.0,0.04,0.02,-29.86,-12.83,-5.389,-5.407,-54.611,-54.611,-1.148,0.01,0,0,0,0.14,0.314,83827.951,-0.592484,-0.035256,-0.80481,-80106.66,-24333.55,4512.55,-3.728,9.423,-0.13,-1.981,-9.573,-2.67,7.556,69.701,96.44,211022,-0.551725,-0.151811,-0.820093,176497,115667,36,8.811,-13.719,0.132,-4.232,114.359,83.28,0.013804,-0.721837,2.489634,25,10
2005-048T00:53:58.008,3238008,"CALYPSO",1186578,249476,156882,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,9,12.0,0.04,0.02,-29.86,-12.83,-5.24,-5.295,-54.772,-54.723,-1.023,0.01,0,0,0,0.14,0.47,83827.979,-0.592484,-0.035256,-0.804811,-80106.78,-24333.23,4512.54,-3.728,9.423,-0.13,-1.981,-9.573,-2.67,7.556,69.702,96.44,211022,-0.551726,-0.151808,-0.820093,176498,115666,36,8.811,-13.719,0.132,-4.232,114.359,83.28,0.013806,-0.721836,2.489635,22,16
2005-048T00:53:58.042,3238042,"CALYPSO",1186612,249477,156881,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,10,13.0,0.04,0.02,-29.86,-12.83,-5.24,-5.245,-54.772,-54.785,-1.023,0.01,0,0,0,0.14,0.509,83828.007,-0.592484,-0.035255,-0.804811,-80106.91,-24332.91,4512.54,-3.728,9.423,-0.13,-1.981,-9.573,-2.67,7.556,69.702,96.44,211022,-0.551727,-0.151805,-0.820093,176498,115666,36,8.811,-13.719,0.132,-4.232,114.36,83.28,0.013807,-0.721836,2.489636,17,8
2005-048T00:53:58.076,3238076,"CALYPSO",1186646,249477,156880,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,11,14.0,0.04,0.02,-29.86,-12.83,-5.178,-5.207,-54.834,-54.835,-0.899,0.01,0,0,0,0.14,0.549,83828.035,-0.592484,-0.035255,-0.804811,-80107.04,-24332.59,4512.53,-3.728,9.423,-0.13,-1.981,-9.573,-2.67,7.556,69.702,96.44,211022,-0.551727,-0.151803,-0.820093,176498,115665,36,8.811,-13.719,0.132,-4.232,114.36,83.28,0.013808,-0.721836,2.489638,18,13
2005-048T00:53:58.110,3238110,"CALYPSO",1186680,249478,156879,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,12,15.0,0.04,0.02,-29.86,-12.83,-5.178,-5.145,-54.884,-54.835,-0.899,0.01,0,0,0,0.14,0.588,83828.063,-0.592484,-0.035255,-0.804811,-80107.16,-24332.27,4512.53,-3.728,9.423,-0.13,-1.981,-9.573,-2.67,7.556,69.702,96.44,211022,-0.551728,-0.1518,-0.820093,176499,115665,36,8.811,-13.719,0.132,-4.232,114.36,83.28,0.01381,-0.721836,2.489639,25,13
2005-048T00:53:58.144,3238144,"CALYPSO",1186714,249479,156878,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,13,16.0,0.04,0.02,-29.86,-12.83,-5.128,-5.145,-54.884,-54.884,-0.899,0.01,0,0,0,0.14,0.627,83828.091,-0.592483,-0.035254,-0.804811,-80107.29,-24331.94,4512.52,-3.728,9.423,-0.13,-1.981,-9.573,-2.67,7.556,69.702,96.44,211022,-0.551728,-0.151797,-0.820093,176499,115664,36,8.811,-13.719,0.132,-4.232,114.36,83.28,0.013811,-0.721836,2.489641,24,9
2005-048T00:53:58.178,3238178,"CALYPSO",1186748,249479,156877,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,14,17.0,0.04,0.02,-29.86,-12.83,-5.091,-5.083,-54.934,-54.934,-0.775,0.01,0,0,0,0.14,0.666,83828.119,-0.592483,-0.035254,-0.804811,-80107.42,-24331.62,4512.52,-3.728,9.423,-0.13,-1.981,-9.573,-2.67,7.556,69.702,96.44,211022,-0.551729,-0.151795,-0.820094,176499,115664,36,8.811,-13.719,0.132,-4.232,114.36,83.28,0.013813,-0.721836,2.489642,21,16
2005-048T00:53:58.212,3238212,"CALYPSO",1186782,249480,156876,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,15,18.0,0.04,0.02,-29.86,-12.83,-5.029,-5.083,-54.983,-54.934,-0.775,0.01,0,0,0,0.14,0.705,83828.147,-0.592483,-0.035254,-0.804811,-80107.54,-24331.3,4512.51,-3.728,9.423,-0.13,-1.981,-9.573,-2.67,7.556,69.702,96.44,211022,-0.55173,-0.151792,-0.820094,176500,115663,36,8.811,-13.719,0.132,-4.232,114.36,83.28,0.013814,-0.721836,2.489643,22,8
2005-048T00:53:58.246,3238246,"CALYPSO",1186816,249481,156875,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,16,19.0,0.04,0.02,-29.86,-12.83,-5.029,-5.033,-55.033,-54.983,-0.775,0.01,0,0,0,0.14,0.745,83828.175,-0.592483,-0.035253,-0.804811,-80107.67,-24330.98,4512.51,-3.728,9.423,-0.13,-1.981,-9.573,-2.67,7.556,69.703,96.44,211022,-0.55173,-0.15179,-0.820094,176500,115663,36,8.811,-13.719,0.132,-4.232,114.36,83.28,0.013815,-0.721835,2.489645,26,14
2005-048T00:53:58.280,3238280,"CALYPSO",1186850,249481,156874,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,17,20.0,0.04,0.02,-29.86,-12.83,-4.967,-4.983,-55.033,-55.045,-0.775,0.01,0,0,0,0.14,0.784,83828.202,-0.592483,-0.035253,-0.804811,-80107.8,-24330.66,4512.51,-3.728,9.423,-0.13,-1.981,-9.573,-2.67,7.556,69.703,96.44,211022,-0.551731,-0.151787,-0.820094,176500,115662,36,8.811,-13.719,0.132,-4.232,114.361,83.28,0.013817,-0.721835,2.489646,23,8
2005-048T00:53:58.314,3238314,"CALYPSO",1186884,249482,156873,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,18,21.0,0.04,0.02,-29.86,-12.83,-4.917,-4.983,-55.095,-55.045,-0.65,0.01,0,0,0,0.14,0.823,83828.23,-0.592483,-0.035253,-0.804811,-80107.92,-24330.34,4512.5,-3.728,9.423,-0.13,-1.981,-9.573,-2.67,7.556,69.703,96.44,211022,-0.551732,-0.151784,-0.820094,176500,115662,36,8.811,-13.719,0.132,-4.232,114.361,83.28,0.013818,-0.721835,2.489648,24,20
2005-048T00:53:58.348,3238348,"CALYPSO",1186918,249483,156871,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,19,22.0,0.04,0.02,-29.86,-12.83,-4.917,-4.933,-55.095,-55.107,-0.65,0.01,0,0,0,0.14,0.862,83828.258,-0.592483,-0.035253,-0.804811,-80108.05,-24330.02,4512.5,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.556,69.703,96.44,211022,-0.551732,-0.151782,-0.820094,176501,115662,36,8.811,-13.719,0.132,-4.232,114.361,83.28,0.013819,-0.721835,2.489649,16,8
2005-048T00:53:58.382,3238382,"CALYPSO",1186952,249483,156870,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,20,23.0,0.04,0.02,-29.86,-12.83,-4.868,-4.883,-55.157,-55.107,-0.65,0.01,0,0,0,0.14,0.901,83828.286,-0.592483,-0.035252,-0.804811,-80108.18,-24329.7,4512.49,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.556,69.703,96.44,211022,-0.551733,-0.151779,-0.820094,176501,115661,36,8.811,-13.719,0.132,-4.232,114.361,83.29,0.013821,-0.721835,2.48965,22,12
2005-048T00:53:58.416,3238416,"CALYPSO",1186986,249484,156869,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,21,24.0,0.04,0.02,-29.86,-12.83,-4.818,-4.82,-55.194,-55.194,-0.526,0.01,0,0,0,0.14,0.941,83828.314,-0.592483,-0.035252,-0.804811,-80108.3,-24329.38,4512.49,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.556,69.703,96.44,211022,-0.551733,-0.151776,-0.820094,176501,115661,36,8.811,-13.719,0.132,-4.232,114.361,83.29,0.013822,-0.721835,2.489652,12,11
2005-048T00:53:58.450,3238450,"CALYPSO",1187020,249485,156868,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,22,25.0,0.04,0.02,-29.86,-12.83,-4.818,-4.82,-55.244,-55.194,-0.526,0.01,0,0,0,0.14,0.98,83828.342,-0.592483,-0.035252,-0.804811,-80108.43,-24329.06,4512.48,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.556,69.703,96.44,211022,-0.551734,-0.151774,-0.820094,176502,115660,36,8.811,-13.719,0.132,-4.232,114.361,83.29,0.013824,-0.721835,2.489653,21,14
2005-048T00:53:58.484,3238484,"CALYPSO",1187054,249485,156867,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,23,26.0,0.04,0.02,-29.86,-12.83,-4.769,-4.82,-55.244,-55.256,-0.526,0.01,0,0,0,0.14,1.019,83828.37,-0.592483,-0.035251,-0.804812,-80108.56,-24328.74,4512.48,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.556,69.704,96.44,211022,-0.551735,-0.151771,-0.820094,176502,115660,36,8.811,-13.719,0.132,-4.232,114.362,83.29,0.013825,-0.721834,2.489654,21,13
2005-048T00:53:58.518,3238518,"CALYPSO",1187088,249486,156866,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,24,27.0,0.04,0.02,-29.86,-12.83,-4.707,-4.758,-55.306,-55.256,-0.401,0.01,0,0,0,0.14,1.058,83828.398,-0.592483,-0.035251,-0.804812,-80108.68,-24328.42,4512.48,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.556,69.704,96.44,211022,-0.551735,-0.151768,-0.820094,176502,115659,36,8.811,-13.719,0.132,-4.232,114.362,83.29,0.013827,-0.721834,2.489657,18,6
2005-048T00:53:58.552,3238552,"CALYPSO",1187122,249487,156865,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,25,28.0,0.04,0.02,-29.86,-12.83,-4.707,-4.708,-55.355,-55.306,-0.401,0.01,0,0,0,0.14,1.097,83828.426,-0.592483,-0.03525,-0.804812,-80108.81,-24328.1,4512.47,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.556,69.704,96.44,211022,-0.551736,-0.151765,-0.820094,176503,115659,36,8.811,-13.719,0.132,-4.232,114.362,83.29,0.013829,-0.721834,2.489661,24,7
2005-048T00:53:58.586,3238586,"CALYPSO",1187156,249487,156864,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,26,29.0,0.04,0.02,-29.86,-12.83,-4.645,-4.658,-55.355,-55.355,-0.401,0.01,0,0,0,0.14,1.137,83828.453,-0.592483,-0.035249,-0.804812,-80108.94,-24327.78,4512.47,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.556,69.704,96.44,211022,-0.551737,-0.151762,-0.820094,176503,115658,36,8.811,-13.719,0.132,-4.232,114.362,83.29,0.013831,-0.721834,2.489663,25,16
2005-048T00:53:58.620,3238620,"CALYPSO",1187190,249488,156863,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,27,30.0,0.04,0.02,-29.86,-12.83,-4.645,-4.658,-55.405,-55.355,-0.277,0.01,0,0,0,0.14,1.176,83828.481,-0.592483,-0.035248,-0.804811,-80109.06,-24327.46,4512.46,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.556,69.704,96.44,211022,-0.551738,-0.151759,-0.820094,176503,115658,36,8.811,-13.719,0.132,-4.232,114.362,83.29,0.013833,-0.721834,2.489667,26,13
2005-048T00:53:58.654,3238654,"CALYPSO",1187224,249489,156862,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,28,31.0,0.04,0.02,-29.86,-12.83,-4.595,-4.608,-55.454,-55.405,-0.277,0.01,0,0,0,0.14,1.215,83828.509,-0.592483,-0.035247,-0.804811,-80109.19,-24327.14,4512.46,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.556,69.704,96.44,211022,-0.551739,-0.151756,-0.820094,176503,115657,36,8.811,-13.719,0.132,-4.232,114.362,83.29,0.013835,-0.721834,2.48967,25,5
2005-048T00:53:58.688,3238688,"CALYPSO",1187258,249489,156861,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,29,32.0,0.04,0.02,-29.86,-12.83,-4.545,-4.558,-55.454,-55.455,-0.277,0.01,0,0,0,0.14,1.254,83828.537,-0.592483,-0.035247,-0.804811,-80109.32,-24326.82,4512.45,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.556,69.704,96.44,211022,-0.55174,-0.151753,-0.820094,176504,115657,36,8.811,-13.719,0.132,-4.232,114.362,83.29,0.013837,-0.721834,2.489673,23,12
2005-048T00:53:58.722,3238722,"CALYPSO",1187292,249490,156860,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,30,33.0,0.04,0.02,-29.86,-12.83,-4.496,-4.558,-55.504,-55.517,-0.153,0.01,0,0,0,0.14,1.293,83828.565,-0.592483,-0.035246,-0.804811,-80109.44,-24326.5,4512.45,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.556,69.705,96.44,211022,-0.551741,-0.15175,-0.820094,176504,115656,36,8.811,-13.719,0.132,-4.232,114.363,83.29,0.013839,-0.721834,2.489676,26,10
2005-048T00:53:58.756,3238756,"CALYPSO",1187326,249491,156859,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,31,34.0,0.04,0.02,-29.86,-12.83,-4.496,-4.496,-55.566,-55.517,-0.153,0.01,0,0,0,0.14,1.332,83828.593,-0.592483,-0.035245,-0.804811,-80109.57,-24326.18,4512.44,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.555,69.705,96.44,211022,-0.551742,-0.151746,-0.820094,176504,115656,36,8.811,-13.719,0.132,-4.232,114.363,83.29,0.013841,-0.721834,2.489679,19,18
2005-048T00:53:58.790,3238790,"CALYPSO",1187360,249491,156858,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,32,35.0,0.04,0.02,-29.86,-12.83,-4.446,-4.496,-55.566,-55.579,-0.153,0.01,0,0,0,0.14,1.372,83828.621,-0.592483,-0.035244,-0.804811,-80109.7,-24325.86,4512.44,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.555,69.705,96.44,211022,-0.551742,-0.151744,-0.820094,176505,115655,36,8.811,-13.719,0.132,-4.232,114.363,83.29,0.013843,-0.721834,2.489682,19,11
2005-048T00:53:58.825,3238825,"CALYPSO",1187395,249492,156857,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,33,36.0,0.04,0.02,-29.86,-12.83,-4.384,-4.408,-55.628,-55.579,-0.028,0.01,0,0,0,0.14,1.411,83828.65,-0.592483,-0.035244,-0.804811,-80109.83,-24325.53,4512.44,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.555,69.705,96.44,211022,-0.551743,-0.15174,-0.820094,176505,115655,36,8.811,-13.719,0.132,-4.232,114.363,83.29,0.013845,-0.721834,2.489685,21,12
2005-048T00:53:58.859,3238859,"CALYPSO",1187429,249493,156856,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,34,37.0,0.04,0.02,-29.86,-12.83,-4.384,-4.408,-55.678,-55.628,-0.028,0.01,0,0,0,0.14,1.45,83828.677,-0.592483,-0.035243,-0.804811,-80109.95,-24325.21,4512.43,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.555,69.705,96.44,211022,-0.551744,-0.151737,-0.820094,176505,115655,36,8.811,-13.719,0.132,-4.232,114.363,83.29,0.013848,-0.721834,2.489689,24,13
2005-048T00:53:58.893,3238893,"CALYPSO",1187463,249493,156854,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,35,38.0,0.04,0.02,-29.86,-12.83,-4.335,-4.346,-55.678,-55.678,-0.028,0.01,0,0,0,0.14,1.489,83828.705,-0.592483,-0.035242,-0.804811,-80110.08,-24324.89,4512.43,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.555,69.705,96.44,211022,-0.551745,-0.151734,-0.820094,176506,115654,36,8.811,-13.719,0.132,-4.231,114.363,83.29,0.01385,-0.721834,2.489692,27,10
2005-048T00:53:58.927,3238927,"CALYPSO",1187497,249494,156853,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,36,39.0,0.04,0.02,-29.86,-12.83,-4.297,-4.346,-55.727,-55.678,-0.028,0.01,0,0,0,0.14,1.528,83828.733,-0.592484,-0.035241,-0.804811,-80110.21,-24324.57,4512.42,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.555,69.705,96.44,211022,-0.551746,-0.151731,-0.820094,176506,115654,36,8.811,-13.719,0.132,-4.231,114.364,83.29,0.013852,-0.721834,2.489695,25,14
2005-048T00:53:58.961,3238961,"CALYPSO",1187531,249495,156852,-2198,"osi",0,"156-1",30,"Off","Off","High-EV","Off",14,1,57,1,0,0,26,0,1,2.75,37,40.0,0.04,0.02,-29.86,-12.83,-4.235,-4.284,-55.777,-55.727,0.096,0.01,0,0,0,0.14,1.568,83828.761,-0.592484,-0.03524,-0.804811,-80110.34,-24324.25,4512.42,-3.728,9.423,-0.13,-1.981,-9.573,-2.671,7.555,69.706,96.44,211022,-0.551747,-0.151728,-0.820094,176506,115653,36,8.811,-13.719,0.132,-4.231,114.364,83.29,0.013854,-0.721834,2.489698,18,7
