sclk,uttime,target,time_ca,targ_pos_x,targ_pos_y,targ_pos_z,source,data_reliability,table_set_id,coadd_cnt,osp_fil_1_status,oss_fil_2_status,csp_fil_3_status,css_fil_4_status,seq_table,cyc_num,cyc_table,scan_num,trap_table,sw_table,mass_table,focus_table,da_table,velocity_comp,ipnum,mass_per_charge,os_lens2,os_lens1,os_lens4,os_lens3,qp_lens2,qp_lens1,qp_lens4,qp_lens3,qp_bias,ion_defl2,ion_defl1,ion_defl4,ion_defl3,top_plate,p_energy,alt_t,view_dir_t_x,view_dir_t_y,view_dir_t_z,sc_pos_t_x,sc_pos_t_y,sc_pos_t_z,sc_vel_t_x,sc_vel_t_y,sc_vel_t_z,sc_vel_t_scx,sc_vel_t_scy,sc_vel_t_scz,lst_t,sza_t,ss_long_t,distance_s,view_dir_s_x,view_dir_s_y,view_dir_s_z,sc_pos_s_x,sc_pos_s_y,sc_pos_s_z,sc_vel_s_x,sc_vel_s_y,sc_vel_s_z,lst_s,sza_s,ss_long_s,sc_att_angle_ra,sc_att_angle_dec,sc_att_angle_tw,c1counts,c2counts
,ms,,ms,km,km,km,,,,,,,,,,,,,,,,,,km/s,,Da/z,V,V,V,V,V,V,V,V,V,V,V,V,V,V,eV,km,,,,km,km,km,km/s,km/s,km/s,km/s,km/s,km/s,hours,deg,deg,km,,,,km,km,km,km/s,km/s,km/s,hours,deg,deg,rad,rad,rad,,
sclk,uttime (ms),target,time_ca (ms),targ_pos_x (km),targ_pos_y (km),targ_pos_z (km),source,data_reliability,table_set_id,coadd_cnt,osp_fil_1_status,oss_fil_2_status,csp_fil_3_status,css_fil_4_status,seq_table,cyc_num,cyc_table,scan_num,trap_table,sw_table,mass_table,focus_table,da_table,velocity_comp (km/s),ipnum,mass_per_charge (Da/z),os_lens2 (V),os_lens1 (V),os_lens4 (V),os_lens3 (V),qp_lens2 (V),qp_lens1 (V),qp_lens4 (V),qp_lens3 (V),qp_bias (V),ion_defl2 (V),ion_defl1 (V),ion_defl4 (V),ion_defl3 (V),top_plate (V),p_energy (eV),alt_t (km),view_dir_t_x,view_dir_t_y,view_dir_t_z,sc_pos_t_x (km),sc_pos_t_y (km),sc_pos_t_z (km),sc_vel_t_x (km/s),sc_vel_t_y (km/s),sc_vel_t_z (km/s),sc_vel_t_scx (km/s),sc_vel_t_scy (km/s),sc_vel_t_scz (km/s),lst_t (hours),sza_t (deg),ss_long_t (deg),distance_s (km),view_dir_s_x,view_dir_s_y,view_dir_s_z,sc_pos_s_x (km),sc_pos_s_y (km),sc_pos_s_z (km),sc_vel_s_x (km/s),sc_vel_s_y (km/s),sc_vel_s_z (km/s),lst_s (hours),sza_s (deg),ss_long_s (deg),sc_att_angle_ra (rad),sc_att_angle_dec (rad),sc_att_angle_tw (rad),c1counts,c2counts
2005-048T00:03:19.322,199322,"EPIMETHEUS",-742328,80616,128804,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,1,1.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,0.187,71797.904,,,,-68016.81,-23202.91,19.85,-1.233,4.956,0.071,,,,17.179,78.68,238.85,214784,,,,146817,156770,-364,11.011,-13.463,0.13,-5.223,100.708,54.77,,,,25,6
2005-048T00:03:19.356,199356,"EPIMETHEUS",-742294,80617,128803,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,2,2.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,0.373,71797.889,,,,-68016.85,-23202.75,19.85,-1.233,4.956,0.071,,,,17.179,78.68,238.85,214784,,,,146817,156769,-364,11.011,-13.463,0.13,-5.223,100.708,54.77,,,,97,13
2005-048T00:03:19.390,199390,"EPIMETHEUS",-742260,80617,128803,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,3,3.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,0.56,71797.874,,,,-68016.89,-23202.58,19.85,-1.233,4.956,0.071,,,,17.179,78.68,238.85,214784,,,,146818,156769,-364,11.011,-13.463,0.13,-5.223,100.708,54.77,,,,12,9
2005-048T00:03:19.424,199424,"EPIMETHEUS",-742226,80617,128803,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,4,4.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,0.746,71797.86,,,,-68016.93,-23202.41,19.85,-1.233,4.956,0.071,,,,17.179,78.68,238.85,214784,,,,146818,156768,-364,11.011,-13.463,0.13,-5.223,100.708,54.77,,,,15,7
2005-048T00:03:19.458,199458,"EPIMETHEUS",-742192,80617,128803,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,5,5.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,0.933,71797.845,,,,-68016.97,-23202.24,19.86,-1.233,4.956,0.071,,,,17.179,78.68,238.85,214784,,,,146819,156768,-364,11.011,-13.463,0.13,-5.223,100.708,54.77,,,,17,9
2005-048T00:03:19.492,199492,"EPIMETHEUS",-742158,80618,128803,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,6,6.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,1.119,71797.83,,,,-68017.02,-23202.07,19.86,-1.233,4.956,0.071,,,,17.179,78.68,238.85,214784,,,,146819,156767,-364,11.011,-13.463,0.13,-5.223,100.709,54.77,,,,22,5
2005-048T00:03:19.526,199526,"EPIMETHEUS",-742124,80618,128803,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,7,7.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,1.306,71797.815,,,,-68017.06,-23201.9,19.86,-1.233,4.956,0.071,,,,17.179,78.68,238.85,214784,,,,146819,156767,-364,11.011,-13.463,0.13,-5.223,100.709,54.77,,,,15,11
2005-048T00:03:19.560,199560,"EPIMETHEUS",-742090,80618,128802,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,8,8.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,1.492,71797.801,,,,-68017.1,-23201.73,19.86,-1.233,4.956,0.071,,,,17.179,78.68,238.85,214783,,,,146820,156766,-364,11.011,-13.463,0.13,-5.223,100.709,54.77,,,,20,8
2005-048T00:03:19.594,199594,"EPIMETHEUS",-742056,80618,128802,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,9,12.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,2.239,71797.786,,,,-68017.14,-23201.57,19.86,-1.233,4.956,0.071,,,,17.179,78.68,238.85,214783,,,,146820,156766,-364,11.011,-13.463,0.13,-5.223,100.709,54.77,,,,12,7
2005-048T00:03:19.628,199628,"EPIMETHEUS",-742022,80619,128802,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,10,13.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,2.425,71797.771,,,,-68017.18,-23201.4,19.87,-1.233,4.956,0.071,,,,17.179,78.68,238.85,214783,,,,146820,156765,-364,11.011,-13.463,0.13,-5.223,100.709,54.77,,,,16,10
2005-048T00:03:19.662,199662,"EPIMETHEUS",-741988,80619,128802,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,11,14.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,2.612,71797.756,,,,-68017.23,-23201.23,19.87,-1.233,4.956,0.071,,,,17.179,78.68,238.85,214783,,,,146821,156765,-364,11.011,-13.463,0.13,-5.223,100.709,54.77,,,,18,10
2005-048T00:03:19.696,199696,"EPIMETHEUS",-741954,80619,128802,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,12,15.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,2.798,71797.742,,,,-68017.27,-23201.06,19.87,-1.233,4.956,0.071,,,,17.179,78.68,238.85,214783,,,,146821,156765,-364,11.011,-13.463,0.13,-5.223,100.71,54.77,,,,26,10
2005-048T00:03:19.730,199730,"EPIMETHEUS",-741920,80619,128802,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,13,16.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,2.985,71797.727,,,,-68017.31,-23200.89,19.87,-1.233,4.956,0.071,,,,17.179,78.68,238.85,214783,,,,146822,156764,-364,11.011,-13.463,0.13,-5.223,100.71,54.77,,,,31,5
2005-048T00:03:19.764,199764,"EPIMETHEUS",-741886,80620,128802,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,14,17.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,3.171,71797.712,,,,-68017.35,-23200.72,19.88,-1.233,4.956,0.071,,,,17.179,78.68,238.85,214783,,,,146822,156764,-364,11.011,-13.463,0.13,-5.223,100.71,54.77,,,,22,11
2005-048T00:03:19.798,199798,"EPIMETHEUS",-741852,80620,128801,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,15,18.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,3.358,71797.697,,,,-68017.39,-23200.55,19.88,-1.233,4.956,0.071,,,,17.179,78.681,238.85,214783,,,,146822,156763,-364,11.011,-13.463,0.13,-5.223,100.71,54.77,,,,19,8
2005-048T00:03:19.832,199832,"EPIMETHEUS",-741818,80620,128801,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,16,19.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,3.545,71797.683,,,,-68017.43,-23200.39,19.88,-1.233,4.956,0.071,,,,17.179,78.681,238.85,214783,,,,146823,156763,-364,11.011,-13.463,0.13,-5.223,100.71,54.77,,,,21,12
2005-048T00:03:19.866,199866,"EPIMETHEUS",-741784,80620,128801,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,17,20.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,3.731,71797.668,,,,-68017.48,-23200.22,19.88,-1.233,4.956,0.071,,,,17.179,78.681,238.85,214783,,,,146823,156762,-364,11.011,-13.463,0.13,-5.223,100.71,54.77,,,,17,4
2005-048T00:03:19.900,199900,"EPIMETHEUS",-741750,80621,128801,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,18,21.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,3.918,71797.653,,,,-68017.52,-23200.05,19.89,-1.233,4.956,0.071,,,,17.179,78.681,238.85,214783,,,,146823,156762,-364,11.011,-13.463,0.13,-5.223,100.71,54.77,,,,10,7
2005-048T00:03:19.934,199934,"EPIMETHEUS",-741716,80621,128801,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,19,22.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,4.104,71797.639,,,,-68017.56,-23199.88,19.89,-1.233,4.956,0.071,,,,17.179,78.681,238.85,214783,,,,146824,156761,-364,11.011,-13.463,0.13,-5.223,100.711,54.77,,,,23,7
2005-048T00:03:19.968,199968,"EPIMETHEUS",-741682,80621,128801,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,20,23.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,4.291,71797.624,,,,-68017.6,-23199.71,19.89,-1.233,4.956,0.071,,,,17.179,78.681,238.85,214783,,,,146824,156761,-364,11.011,-13.463,0.13,-5.223,100.711,54.77,,,,21,11
2005-048T00:03:20.002,200002,"EPIMETHEUS",-741648,80622,128800,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,21,24.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,4.477,71797.609,,,,-68017.64,-23199.54,19.89,-1.233,4.956,0.071,,,,17.179,78.681,238.86,214782,,,,146825,156760,-364,11.011,-13.463,0.13,-5.223,100.711,54.77,,,,15,7
2005-048T00:03:20.036,200036,"EPIMETHEUS",-741614,80622,128800,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,22,25.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,4.664,71797.594,,,,-68017.69,-23199.38,19.9,-1.233,4.956,0.071,,,,17.179,78.681,238.86,214782,,,,146825,156760,-364,11.011,-13.463,0.13,-5.223,100.711,54.77,,,,12,8
2005-048T00:03:20.070,200070,"EPIMETHEUS",-741580,80622,128800,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,23,26.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,4.85,71797.58,,,,-68017.73,-23199.21,19.9,-1.233,4.956,0.071,,,,17.179,78.681,238.86,214782,,,,146825,156760,-364,11.01,-13.463,0.13,-5.223,100.711,54.77,,,,26,11
2005-048T00:03:20.104,200104,"EPIMETHEUS",-741546,80622,128800,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,24,27.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,5.037,71797.565,,,,-68017.77,-23199.04,19.9,-1.233,4.956,0.071,,,,17.179,78.681,238.86,214782,,,,146826,156759,-364,11.01,-13.463,0.13,-5.223,100.711,54.77,,,,18,9
2005-048T00:03:20.138,200138,"EPIMETHEUS",-741512,80623,128800,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,25,28.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,5.224,71797.55,,,,-68017.81,-23198.87,19.9,-1.233,4.956,0.071,,,,17.179,78.681,238.86,214782,,,,146826,156759,-364,11.01,-13.463,0.13,-5.223,100.711,54.77,,,,54,7
2005-048T00:03:20.172,200172,"EPIMETHEUS",-741478,80623,128800,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,26,29.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,5.41,71797.536,,,,-68017.85,-23198.7,19.91,-1.233,4.956,0.071,,,,17.179,78.681,238.86,214782,,,,146826,156758,-364,11.01,-13.463,0.13,-5.223,100.712,54.78,,,,19,12
2005-048T00:03:20.206,200206,"EPIMETHEUS",-741444,80623,128799,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,27,30.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,5.597,71797.521,,,,-68017.9,-23198.53,19.91,-1.233,4.956,0.071,,,,17.179,78.681,238.86,214782,,,,146827,156758,-364,11.01,-13.463,0.13,-5.223,100.712,54.78,,,,15,11
2005-048T00:03:20.240,200240,"EPIMETHEUS",-741410,80623,128799,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,28,31.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,5.783,71797.506,,,,-68017.94,-23198.36,19.91,-1.233,4.956,0.071,,,,17.179,78.681,238.86,214782,,,,146827,156757,-364,11.01,-13.463,0.13,-5.223,100.712,54.78,,,,18,4
2005-048T00:03:20.274,200274,"EPIMETHEUS",-741376,80624,128799,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,29,32.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,5.97,71797.491,,,,-68017.98,-23198.2,19.91,-1.233,4.956,0.071,,,,17.179,78.681,238.86,214782,,,,146828,156757,-364,11.01,-13.463,0.13,-5.223,100.712,54.78,,,,23,9
2005-048T00:03:20.308,200308,"EPIMETHEUS",-741342,80624,128799,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,30,33.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,6.156,71797.477,,,,-68018.02,-23198.03,19.92,-1.233,4.956,0.071,,,,17.179,78.681,238.86,214782,,,,146828,156756,-364,11.01,-13.463,0.13,-5.223,100.712,54.78,,,,19,12
2005-048T00:03:20.342,200342,"EPIMETHEUS",-741308,80624,128799,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,31,34.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,6.343,71797.462,,,,-68018.06,-23197.86,19.92,-1.233,4.956,0.071,,,,17.179,78.682,238.86,214782,,,,146828,156756,-364,11.01,-13.463,0.13,-5.223,100.712,54.78,,,,21,10
2005-048T00:03:20.376,200376,"EPIMETHEUS",-741274,80624,128799,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,32,35.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,6.529,71797.447,,,,-68018.11,-23197.69,19.92,-1.233,4.956,0.071,,,,17.179,78.682,238.86,214782,,,,146829,156755,-364,11.01,-13.463,0.13,-5.223,100.713,54.78,,,,22,9
2005-048T00:03:20.411,200411,"EPIMETHEUS",-741239,80625,128798,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,33,36.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,6.716,71797.432,,,,-68018.15,-23197.52,19.92,-1.233,4.956,0.071,,,,17.179,78.682,238.86,214782,,,,146829,156755,-364,11.01,-13.463,0.13,-5.223,100.713,54.78,,,,14,11
2005-048T00:03:20.445,200445,"EPIMETHEUS",-741205,80625,128798,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,34,37.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,6.903,71797.417,,,,-68018.19,-23197.35,19.93,-1.233,4.956,0.071,,,,17.179,78.682,238.86,214781,,,,146829,156754,-364,11.01,-13.463,0.13,-5.223,100.713,54.78,,,,17,6
2005-048T00:03:20.479,200479,"EPIMETHEUS",-741171,80625,128798,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,35,38.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,7.089,71797.403,,,,-68018.23,-23197.18,19.93,-1.233,4.956,0.071,,,,17.179,78.682,238.86,214781,,,,146830,156754,-364,11.01,-13.463,0.13,-5.223,100.713,54.78,,,,13,7
2005-048T00:03:20.513,200513,"EPIMETHEUS",-741137,80626,128798,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,36,39.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,7.276,71797.388,,,,-68018.27,-23197.01,19.93,-1.233,4.956,0.071,,,,17.179,78.682,238.86,214781,,,,146830,156754,-364,11.01,-13.463,0.13,-5.223,100.713,54.78,,,,17,9
2005-048T00:03:20.547,200547,"EPIMETHEUS",-741103,80626,128798,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,37,40.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,7.462,71797.373,,,,-68018.32,-23196.84,19.93,-1.233,4.956,0.071,,,,17.179,78.682,238.86,214781,,,,146831,156753,-364,11.01,-13.463,0.13,-5.223,100.713,54.78,,,,20,8
2005-048T00:03:20.581,200581,"EPIMETHEUS",-741069,80626,128798,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,38,41.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,7.649,71797.358,,,,-68018.36,-23196.67,19.93,-1.233,4.955,0.071,,,,17.179,78.682,238.86,214781,,,,146831,156753,-364,11.01,-13.463,0.13,-5.223,100.713,54.78,,,,28,10
2005-048T00:03:20.615,200615,"EPIMETHEUS",-741035,80626,128798,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,39,42.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,7.835,71797.344,,,,-68018.4,-23196.51,19.94,-1.233,4.955,0.071,,,,17.179,78.682,238.86,214781,,,,146831,156752,-364,11.01,-13.463,0.13,-5.223,100.714,54.78,,,,22,7
2005-048T00:03:20.649,200649,"EPIMETHEUS",-741001,80627,128797,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,40,43.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,8.022,71797.329,,,,-68018.44,-23196.34,19.94,-1.233,4.955,0.071,,,,17.179,78.682,238.86,214781,,,,146832,156752,-364,11.01,-13.463,0.13,-5.223,100.714,54.78,,,,16,10
2005-048T00:03:20.683,200683,"EPIMETHEUS",-740967,80627,128797,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,41,44.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,8.209,71797.314,,,,-68018.48,-23196.17,19.94,-1.233,4.955,0.071,,,,17.179,78.682,238.86,214781,,,,146832,156751,-364,11.01,-13.463,0.13,-5.223,100.714,54.78,,,,35,11
2005-048T00:03:20.717,200717,"EPIMETHEUS",-740933,80627,128797,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,42,45.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,8.395,71797.3,,,,-68018.53,-23196.0,19.94,-1.233,4.955,0.071,,,,17.179,78.682,238.86,214781,,,,146832,156751,-364,11.01,-13.463,0.13,-5.223,100.714,54.78,,,,19,8
2005-048T00:03:20.751,200751,"EPIMETHEUS",-740899,80627,128797,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,43,46.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,8.582,71797.285,,,,-68018.57,-23195.83,19.95,-1.233,4.955,0.071,,,,17.179,78.682,238.86,214781,,,,146833,156750,-364,11.01,-13.463,0.13,-5.223,100.714,54.78,,,,24,9
2005-048T00:03:20.785,200785,"EPIMETHEUS",-740865,80628,128797,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,44,47.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,8.768,71797.27,,,,-68018.61,-23195.66,19.95,-1.233,4.955,0.071,,,,17.179,78.682,238.86,214781,,,,146833,156750,-364,11.01,-13.463,0.13,-5.223,100.714,54.78,,,,19,11
2005-048T00:03:20.819,200819,"EPIMETHEUS",-740831,80628,128797,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,45,48.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,8.955,71797.256,,,,-68018.65,-23195.49,19.95,-1.233,4.955,0.071,,,,17.179,78.682,238.86,214781,,,,146834,156749,-364,11.01,-13.463,0.13,-5.223,100.714,54.78,,,,25,13
2005-048T00:03:20.853,200853,"EPIMETHEUS",-740797,80628,128796,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,46,49.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,9.141,71797.241,,,,-68018.69,-23195.33,19.95,-1.233,4.955,0.071,,,,17.179,78.682,238.86,214780,,,,146834,156749,-364,11.01,-13.463,0.13,-5.223,100.715,54.78,,,,18,3
2005-048T00:03:20.887,200887,"EPIMETHEUS",-740763,80628,128796,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,47,50.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,9.328,71797.226,,,,-68018.74,-23195.16,19.96,-1.233,4.955,0.071,,,,17.179,78.683,238.86,214780,,,,146834,156749,-364,11.01,-13.463,0.13,-5.223,100.715,54.78,,,,16,8
